t,T,s,i,o,c,h,l,v,n
1748448000000,1748451599999,HYPE,1h,33.859,34.432,34.88,33.831,887451.82,25324
1748451600000,1748455199999,HYPE,1h,34.436,34.278,34.8,34.023,487197.56,19277
1748455200000,1748458799999,HYPE,1h,34.278,33.697,34.501,33.622,342095.05,12621
1748458800000,1748462399999,HYPE,1h,33.707,33.147,34.15,32.6,1409578.21,34337
1748462400000,1748465999999,HYPE,1h,33.151,33.342,33.589,32.5,1434226.03,34672
1748466000000,1748469599999,HYPE,1h,33.351,33.858,33.873,32.899,574073.31,15203
1748469600000,1748473199999,HYPE,1h,33.857,33.236,33.857,33.086,364878.38,12813
1748473200000,1748476799999,HYPE,1h,33.236,34.301,34.712,33.236,1189030.07,33990
1748476800000,1748480399999,HYPE,1h,34.3,34.725,34.769,33.716,658262.34,20685
1748480400000,1748483999999,HYPE,1h,34.725,34.262,34.741,34.137,312823.88,14127
1748484000000,1748487599999,HYPE,1h,34.261,35.114,35.24,33.976,685618.3,23481
1748487600000,1748491199999,HYPE,1h,35.105,34.059,35.161,33.87,690207.86,20097
1748491200000,1748494799999,HYPE,1h,34.058,33.488,34.129,33.333,393757.09,13570
1748494800000,1748498399999,HYPE,1h,33.489,33.742,33.945,33.272,342261.54,12876
1748498400000,1748501999999,HYPE,1h,33.746,34.251,34.412,33.669,389827.19,14585
1748502000000,1748505599999,HYPE,1h,34.247,34.575,34.823,33.962,364026.61,14415
1748505600000,1748509199999,HYPE,1h,34.567,34.836,35.08,34.325,433135.36,16848
1748509200000,1748512799999,HYPE,1h,34.838,34.544,34.903,34.43,171865.97,9708
1748512800000,1748516399999,HYPE,1h,34.544,33.903,34.587,33.886,305217.6,11699
1748516400000,1748519999999,HYPE,1h,33.903,34.156,34.589,33.795,527627.15,20017
1748520000000,1748523599999,HYPE,1h,34.157,33.39,34.182,33.334,407284.83,14919
1748523600000,1748527199999,HYPE,1h,33.391,32.959,33.689,32.943,642846.24,19780
1748527200000,1748530799999,HYPE,1h,32.959,32.457,33.238,31.621,3144693.94,67018
1748530800000,1748534399999,HYPE,1h,32.456,31.88,32.76,31.576,1195698.08,33151
1748534400000,1748537999999,HYPE,1h,31.88,31.712,32.36,31.68,710040.54,21903
1748538000000,1748541599999,HYPE,1h,31.705,32.755,32.969,31.686,941934.17,24756
1748541600000,1748545199999,HYPE,1h,32.756,32.459,33.244,32.378,828659.83,22765
1748545200000,1748548799999,HYPE,1h,32.459,31.839,32.482,31.69,830239.71,20877
1748548800000,1748552399999,HYPE,1h,31.843,31.733,32.07,31.311,675999.2,17576
1748552400000,1748555999999,HYPE,1h,31.737,32.5,32.509,31.716,376179.1,11179
1748556000000,1748559599999,HYPE,1h,32.501,31.907,32.685,31.885,366326.45,12071
1748559600000,1748563199999,HYPE,1h,31.908,31.394,31.92,31.325,347145.62,12052
1748563200000,1748566799999,HYPE,1h,31.394,30.752,31.741,30.617,1131871.4,23814
1748566800000,1748570399999,HYPE,1h,30.75,31.723,32.178,30.732,1033961.45,28993
1748570400000,1748573999999,HYPE,1h,31.718,32.513,32.729,31.704,651221.95,19372
1748574000000,1748577599999,HYPE,1h,32.513,32.586,32.841,32.425,386734.1,15103
1748577600000,1748581199999,HYPE,1h,32.59,32.245,32.651,32.0,483832.38,13543
1748581200000,1748584799999,HYPE,1h,32.245,32.319,32.596,32.21,235898.59,10431
1748584800000,1748588399999,HYPE,1h,32.319,31.936,32.336,31.858,314836.7,11634
1748588400000,1748591999999,HYPE,1h,31.935,32.719,32.732,31.915,485884.55,16337
1748592000000,1748595599999,HYPE,1h,32.715,33.3,33.902,32.422,1430995.91,30534
1748595600000,1748599199999,HYPE,1h,33.303,33.194,33.406,32.35,961664.25,24852
1748599200000,1748602799999,HYPE,1h,33.194,33.474,33.851,32.72,725619.76,22170
1748602800000,1748606399999,HYPE,1h,33.465,33.002,33.517,32.613,552151.99,19041
1748606400000,1748609999999,HYPE,1h,33.001,33.384,33.59,32.659,771398.61,20604
1748610000000,1748613599999,HYPE,1h,33.377,32.365,33.643,32.354,789301.05,26219
1748613600000,1748617199999,HYPE,1h,32.364,31.786,32.616,31.366,1099510.62,35690
1748617200000,1748620799999,HYPE,1h,31.787,32.532,32.798,31.689,936066.34,34214
1748620800000,1748624399999,HYPE,1h,32.532,32.38,32.815,31.704,1160303.31,38084
1748624400000,1748627999999,HYPE,1h,32.381,33.109,33.222,32.255,893138.22,29724
1748628000000,1748631599999,HYPE,1h,33.103,34.208,34.226,33.06,1055895.39,34841
1748631600000,1748635199999,HYPE,1h,34.216,33.395,34.3,33.381,673702.47,26026
1748635200000,1748638799999,HYPE,1h,33.395,33.132,33.788,33.118,469048.88,18491
1748638800000,1748642399999,HYPE,1h,33.134,33.526,33.812,33.02,387060.76,15543
1748642400000,1748645999999,HYPE,1h,33.526,32.294,33.642,32.051,728129.86,22770
1748646000000,1748649599999,HYPE,1h,32.28,32.82,32.82,31.983,910606.46,28597
1748649600000,1748653199999,HYPE,1h,32.819,32.993,33.65,32.776,952644.49,31880
1748653200000,1748656799999,HYPE,1h,32.988,32.103,33.096,32.087,699997.43,26596
1748656800000,1748660399999,HYPE,1h,32.098,31.009,32.206,30.918,1114343.23,32948
1748660400000,1748663999999,HYPE,1h,31.012,31.664,31.788,30.91,475692.76,17519
1748664000000,1748667599999,HYPE,1h,31.676,31.89,32.201,31.112,477372.25,17202
1748667600000,1748671199999,HYPE,1h,31.889,31.391,32.112,31.364,353839.95,15792
1748671200000,1748674799999,HYPE,1h,31.39,31.95,32.029,31.367,276814.68,12649
1748674800000,1748678399999,HYPE,1h,31.951,31.512,31.994,31.013,399083.15,15622
1748678400000,1748681999999,HYPE,1h,31.506,31.136,31.703,31.094,284798.6,16091
1748682000000,1748685599999,HYPE,1h,31.136,31.038,31.519,30.94,310238.04,11985
1748685600000,1748689199999,HYPE,1h,31.042,31.31,31.319,30.77,354148.14,12371
1748689200000,1748692799999,HYPE,1h,31.312,31.386,31.658,31.206,246362.43,10270
1748692800000,1748696399999,HYPE,1h,31.386,32.403,32.429,31.381,525659.12,19590
1748696400000,1748699999999,HYPE,1h,32.403,32.726,32.915,32.369,615835.82,22365
1748700000000,1748703599999,HYPE,1h,32.727,32.85,32.978,32.258,332736.67,17279
1748703600000,1748707199999,HYPE,1h,32.85,32.647,33.2,32.452,623403.08,26625
1748707200000,1748710799999,HYPE,1h,32.646,32.916,33.176,32.536,274134.41,14587
1748710800000,1748714399999,HYPE,1h,32.919,32.517,32.922,32.449,187830.39,9843
1748714400000,1748717999999,HYPE,1h,32.51,32.918,32.92,32.418,146086.63,7539
1748718000000,1748721599999,HYPE,1h,32.918,32.916,33.132,32.701,296740.69,13290
1748721600000,1748725199999,HYPE,1h,32.916,32.793,33.004,32.74,93478.93,5328
1748725200000,1748728799999,HYPE,1h,32.792,33.277,33.399,32.792,291171.19,14935
1748728800000,1748732399999,HYPE,1h,33.277,33.049,33.399,33.023,156691.83,8661
1748732400000,1748735999999,HYPE,1h,33.049,32.696,33.175,32.651,215317.3,9769
1748736000000,1748739599999,HYPE,1h,32.692,32.646,32.904,32.537,190774.52,8011
1748739600000,1748743199999,HYPE,1h,32.646,32.413,32.864,32.314,213393.65,9940
1748743200000,1748746799999,HYPE,1h,32.412,32.59,32.691,32.168,161151.9,7871
1748746800000,1748750399999,HYPE,1h,32.589,32.587,32.703,32.169,187391.93,9817
1748750400000,1748753999999,HYPE,1h,32.587,33.029,33.1,32.392,272543.0,13916
1748754000000,1748757599999,HYPE,1h,33.029,33.09,33.397,32.846,331903.78,15019
1748757600000,1748761199999,HYPE,1h,33.09,32.572,33.257,32.521,293766.18,12270
1748761200000,1748764799999,HYPE,1h,32.572,32.496,32.617,32.261,200925.87,7898
1748764800000,1748768399999,HYPE,1h,32.501,32.44,32.514,32.151,146129.01,7443
1748768400000,1748771999999,HYPE,1h,32.439,32.02,32.52,31.82,374440.65,15649
1748772000000,1748775599999,HYPE,1h,32.018,31.78,32.119,31.578,292806.19,11881
1748775600000,1748779199999,HYPE,1h,31.779,31.861,32.16,31.653,210937.23,10296
1748779200000,1748782799999,HYPE,1h,31.861,31.763,32.007,31.481,260377.38,12930
1748782800000,1748786399999,HYPE,1h,31.769,31.889,32.155,31.689,171179.59,9898
1748786400000,1748789999999,HYPE,1h,31.89,32.032,32.362,31.88,291238.14,12401
1748790000000,1748793599999,HYPE,1h,32.032,32.462,32.488,31.852,237350.39,11153
1748793600000,1748797199999,HYPE,1h,32.466,32.941,33.294,32.372,511892.95,21220
1748797200000,1748800799999,HYPE,1h,32.941,33.138,33.177,32.766,265231.52,11661
1748800800000,1748804399999,HYPE,1h,33.138,32.936,33.245,32.55,283993.97,14885
1748804400000,1748807999999,HYPE,1h,32.937,33.35,33.369,32.742,202030.24,9888
1748808000000,1748811599999,HYPE,1h,33.35,33.441,33.895,33.209,385370.92,18171
1748811600000,1748815199999,HYPE,1h,33.435,34.097,34.139,33.337,440680.97,18054
1748815200000,1748818799999,HYPE,1h,34.097,33.949,34.179,33.662,347139.02,17121
1748818800000,1748822399999,HYPE,1h,33.953,34.192,34.3,33.9,205529.71,12900
1748822400000,1748825999999,HYPE,1h,34.191,33.813,34.364,33.74,314440.24,17039
1748826000000,1748829599999,HYPE,1h,33.813,33.715,34.0,33.683,172978.38,9343
1748829600000,1748833199999,HYPE,1h,33.707,33.473,33.766,33.431,158363.67,10953
1748833200000,1748836799999,HYPE,1h,33.473,33.512,33.766,33.22,303636.54,13925
1748836800000,1748840399999,HYPE,1h,33.512,33.317,33.6,33.256,117556.44,8012
1748840400000,1748843999999,HYPE,1h,33.317,32.923,33.4,32.599,409686.9,18633
1748844000000,1748847599999,HYPE,1h,32.923,33.292,33.43,32.751,249861.43,13364
1748847600000,1748851199999,HYPE,1h,33.292,33.642,33.8,33.274,250796.84,13242
1748851200000,1748854799999,HYPE,1h,33.641,33.275,34.16,33.209,698261.15,23699
1748854800000,1748858399999,HYPE,1h,33.274,32.81,33.278,32.7,652450.56,23772
1748858400000,1748861999999,HYPE,1h,32.811,32.653,33.056,32.62,256711.72,11296
1748862000000,1748865599999,HYPE,1h,32.644,32.682,32.86,32.518,265077.12,12199
1748865600000,1748869199999,HYPE,1h,32.682,33.024,33.108,32.588,267418.55,12037
1748869200000,1748872799999,HYPE,1h,33.024,32.629,33.357,32.369,779452.68,26769
1748872800000,1748876399999,HYPE,1h,32.628,33.227,33.499,32.452,771462.65,27445
1748876400000,1748879999999,HYPE,1h,33.238,33.656,33.659,32.99,454126.48,20902
1748880000000,1748883599999,HYPE,1h,33.659,33.422,33.739,33.219,267305.35,14942
1748883600000,1748887199999,HYPE,1h,33.421,33.93,33.93,33.351,271003.36,13799
1748887200000,1748890799999,HYPE,1h,33.929,34.487,34.9,33.902,1305327.95,45345
1748890800000,1748894399999,HYPE,1h,34.492,35.489,35.69,34.258,1174144.02,49076
1748894400000,1748897999999,HYPE,1h,35.49,35.921,36.093,35.35,1545309.22,56137
1748898000000,1748901599999,HYPE,1h,35.931,35.938,36.111,35.352,655331.94,32298
1748901600000,1748905199999,HYPE,1h,35.939,35.952,36.419,35.861,829964.85,38529
1748905200000,1748908799999,HYPE,1h,35.963,36.519,36.7,35.901,613499.88,28843
1748908800000,1748912399999,HYPE,1h,36.519,36.488,37.0,36.276,879409.93,35967
1748912400000,1748915999999,HYPE,1h,36.488,36.197,36.704,36.18,558404.73,24522
1748916000000,1748919599999,HYPE,1h,36.197,36.055,36.354,35.85,518018.98,27158
1748919600000,1748923199999,HYPE,1h,36.069,35.855,36.17,35.701,332761.75,22057
1748923200000,1748926799999,HYPE,1h,35.855,35.691,35.987,35.659,288966.13,16740
1748926800000,1748930399999,HYPE,1h,35.69,36.267,36.294,35.684,262485.67,20734
1748930400000,1748933999999,HYPE,1h,36.267,36.282,36.395,35.95,281796.4,19726
1748934000000,1748937599999,HYPE,1h,36.283,36.153,36.307,35.923,284036.66,22108
1748937600000,1748941199999,HYPE,1h,36.154,36.432,36.447,35.8,263497.89,19430
1748941200000,1748944799999,HYPE,1h,36.432,36.757,36.95,36.306,377627.05,26931
1748944800000,1748948399999,HYPE,1h,36.764,37.69,37.765,36.553,1068909.81,56465
1748948400000,1748951999999,HYPE,1h,37.69,37.528,37.838,37.271,630350.45,35374
1748952000000,1748955599999,HYPE,1h,37.558,37.657,37.9,37.24,357451.24,25864
1748955600000,1748959199999,HYPE,1h,37.657,37.918,37.954,37.14,657422.61,37451
1748959200000,1748962799999,HYPE,1h,37.933,38.149,38.234,37.327,783445.97,42784
1748962800000,1748966399999,HYPE,1h,38.155,37.85,38.279,37.714,713506.47,40522
1748966400000,1748969999999,HYPE,1h,37.849,36.972,37.949,36.794,933862.54,46004
1748970000000,1748973599999,HYPE,1h,36.972,36.832,37.392,36.7,509077.17,30947
1748973600000,1748977199999,HYPE,1h,36.83,36.844,36.975,36.574,455718.04,22404
1748977200000,1748980799999,HYPE,1h,36.839,37.032,37.314,36.839,375935.87,24659
1748980800000,1748984399999,HYPE,1h,37.034,36.853,37.07,36.17,875663.57,46582
1748984400000,1748987999999,HYPE,1h,36.859,35.8,36.906,35.686,818221.77,40541
1748988000000,1748991599999,HYPE,1h,35.82,36.611,36.919,35.753,625340.31,36000
1748991600000,1748995199999,HYPE,1h,36.611,36.086,36.753,36.064,360935.74,22622
1748995200000,1748998799999,HYPE,1h,36.086,36.456,36.61,35.74,687256.91,41786
1748998800000,1749002399999,HYPE,1h,36.457,36.96,37.053,36.446,665655.85,35808
1749002400000,1749005999999,HYPE,1h,36.961,36.476,37.05,36.299,508108.48,27787
1749006000000,1749009599999,HYPE,1h,36.471,36.592,36.844,36.357,183857.32,17421
1749009600000,1749013199999,HYPE,1h,36.592,36.284,36.73,36.24,219564.39,18139
1749013200000,1749016799999,HYPE,1h,36.285,36.576,36.702,36.201,156212.69,16207
1749016800000,1749020399999,HYPE,1h,36.577,36.742,36.824,36.44,111629.61,14312
1749020400000,1749023999999,HYPE,1h,36.743,36.195,36.773,35.986,429593.42,23393
1749024000000,1749027599999,HYPE,1h,36.196,36.425,36.573,36.175,227840.67,18570
1749027600000,1749031199999,HYPE,1h,36.444,36.514,36.58,36.111,202995.95,20293
1749031200000,1749034799999,HYPE,1h,36.543,36.711,36.824,36.471,266402.73,19934
1749034800000,1749038399999,HYPE,1h,36.712,36.614,37.238,36.425,642583.93,38826
1749038400000,1749041999999,HYPE,1h,36.614,36.456,37.018,36.269,488918.55,30324
1749042000000,1749045599999,HYPE,1h,36.45,36.249,36.958,36.101,547587.97,36105
1749045600000,1749049199999,HYPE,1h,36.25,36.814,36.876,35.988,700846.71,39626
1749049200000,1749052799999,HYPE,1h,36.81,36.852,37.122,36.66,518412.81,29098
1749052800000,1749056399999,HYPE,1h,36.853,37.069,37.073,36.72,296752.24,19279
1749056400000,1749059999999,HYPE,1h,37.069,36.733,37.192,36.487,392667.34,33598
1749060000000,1749063599999,HYPE,1h,36.729,36.283,37.058,36.265,397753.04,42069
1749063600000,1749067199999,HYPE,1h,36.282,36.054,36.557,35.93,554817.88,37714
1749067200000,1749070799999,HYPE,1h,36.054,34.986,36.227,34.55,2025446.91,77413
1749070800000,1749074399999,HYPE,1h,34.986,35.423,35.494,34.404,950850.07,42912
1749074400000,1749077999999,HYPE,1h,35.427,35.45,35.663,35.204,414347.64,25994
1749078000000,1749081599999,HYPE,1h,35.451,35.65,35.82,35.312,365249.04,26336
1749081600000,1749085199999,HYPE,1h,35.647,36.13,36.412,35.276,643474.12,38300
1749085200000,1749088799999,HYPE,1h,36.131,35.915,36.391,35.706,427775.22,26532
1749088800000,1749092399999,HYPE,1h,35.916,35.414,36.039,35.414,410213.32,24203
1749092400000,1749095999999,HYPE,1h,35.414,35.462,35.597,35.301,223902.72,13820
1749096000000,1749099599999,HYPE,1h,35.462,35.601,35.745,35.296,296807.15,20330
1749099600000,1749103199999,HYPE,1h,35.601,35.043,35.695,34.978,386049.27,22150
1749103200000,1749106799999,HYPE,1h,35.045,34.543,35.116,34.5,576659.25,26211
1749106800000,1749110399999,HYPE,1h,34.543,34.753,35.046,34.484,453027.95,21376
1749110400000,1749113999999,HYPE,1h,34.753,35.102,35.284,34.753,279756.29,18727
1749114000000,1749117599999,HYPE,1h,35.102,35.039,35.188,34.863,114620.89,10710
1749117600000,1749121199999,HYPE,1h,35.04,34.899,35.128,34.55,181033.94,12092
1749121200000,1749124799999,HYPE,1h,34.899,35.251,35.285,34.793,143248.36,12527
1749124800000,1749128399999,HYPE,1h,35.251,35.57,35.721,34.981,420460.26,27758
1749128400000,1749131999999,HYPE,1h,35.57,34.743,35.694,34.658,657973.48,35895
1749132000000,1749135599999,HYPE,1h,34.736,34.824,35.096,34.213,1195278.43,41836
1749135600000,1749139199999,HYPE,1h,34.828,34.98,35.125,34.511,475368.55,20788
1749139200000,1749142799999,HYPE,1h,34.98,33.812,34.981,33.772,1240841.79,36847
1749142800000,1749146399999,HYPE,1h,33.806,33.986,34.485,33.802,803315.68,33486
1749146400000,1749149999999,HYPE,1h,33.986,34.265,34.392,33.699,694550.02,32320
1749150000000,1749153599999,HYPE,1h,34.266,33.526,34.294,32.97,1754998.48,51483
1749153600000,1749157199999,HYPE,1h,33.522,32.805,33.746,32.599,2211601.58,70494
1749157200000,1749160799999,HYPE,1h,32.807,34.0,34.317,32.677,1627816.68,64350
1749160800000,1749164399999,HYPE,1h,34.0,34.372,34.748,33.719,800584.76,33258
1749164400000,1749167999999,HYPE,1h,34.372,34.021,34.658,33.978,373727.68,19465
1749168000000,1749171599999,HYPE,1h,34.021,34.142,34.223,33.75,527150.34,24104
1749171600000,1749175199999,HYPE,1h,34.142,33.763,34.278,33.75,302091.88,14022
1749175200000,1749178799999,HYPE,1h,33.763,34.111,34.12,33.524,374702.07,17407
1749178800000,1749182399999,HYPE,1h,34.111,34.506,34.506,33.938,330366.92,17176
1749182400000,1749185999999,HYPE,1h,34.505,34.82,34.936,34.255,391205.23,20579
1749186000000,1749189599999,HYPE,1h,34.82,34.969,34.993,34.44,329631.33,18885
1749189600000,1749193199999,HYPE,1h,34.973,34.553,34.993,34.39,376830.49,16955
1749193200000,1749196799999,HYPE,1h,34.553,34.641,34.905,34.519,324172.84,15955
1749196800000,1749200399999,HYPE,1h,34.642,34.523,34.948,34.502,334575.91,14415
1749200400000,1749203999999,HYPE,1h,34.524,34.645,34.767,34.287,277625.73,15360
1749204000000,1749207599999,HYPE,1h,34.646,34.589,34.911,34.582,211868.0,12204
1749207600000,1749211199999,HYPE,1h,34.591,34.458,34.744,34.369,196948.91,14154
1749211200000,1749214799999,HYPE,1h,34.458,34.562,34.639,34.13,504523.14,30034
1749214800000,1749218399999,HYPE,1h,34.561,35.151,35.571,34.543,1182155.66,38371
1749218400000,1749221999999,HYPE,1h,35.15,35.229,35.586,34.958,586452.32,36491
1749222000000,1749225599999,HYPE,1h,35.229,35.04,35.259,34.648,587733.38,37074
1749225600000,1749229199999,HYPE,1h,35.04,34.514,35.05,34.5,249324.77,16713
1749229200000,1749232799999,HYPE,1h,34.514,34.285,34.667,33.49,1759460.82,67887
1749232800000,1749236399999,HYPE,1h,34.291,34.137,34.558,34.018,420467.09,27011
1749236400000,1749239999999,HYPE,1h,34.137,33.816,34.237,33.411,510731.64,27970
1749240000000,1749243599999,HYPE,1h,33.821,33.73,34.122,33.537,333185.78,19471
1749243600000,1749247199999,HYPE,1h,33.73,33.842,33.977,33.594,246073.62,15480
1749247200000,1749250799999,HYPE,1h,33.842,33.337,33.85,33.109,444821.81,22452
1749250800000,1749254399999,HYPE,1h,33.337,33.34,33.43,33.088,268736.42,13963
1749254400000,1749257999999,HYPE,1h,33.345,33.76,33.86,33.028,433778.89,20894
1749258000000,1749261599999,HYPE,1h,33.76,33.517,33.875,33.366,336956.69,18164
1749261600000,1749265199999,HYPE,1h,33.517,33.64,33.663,33.245,228529.04,14618
1749265200000,1749268799999,HYPE,1h,33.629,33.994,34.232,33.531,457341.39,20319
1749268800000,1749272399999,HYPE,1h,33.994,34.244,34.244,33.833,206683.54,13076
1749272400000,1749275999999,HYPE,1h,34.244,34.149,34.3,34.08,180664.0,10179
1749276000000,1749279599999,HYPE,1h,34.148,34.26,34.269,33.933,152131.1,9903
1749279600000,1749283199999,HYPE,1h,34.261,34.041,34.323,34.0,245927.78,13352
1749283200000,1749286799999,HYPE,1h,34.042,33.7,34.062,33.661,188053.93,11729
1749286800000,1749290399999,HYPE,1h,33.701,33.63,33.781,33.549,121800.44,9524
1749290400000,1749293999999,HYPE,1h,33.629,33.964,34.02,33.595,222868.5,14427
1749294000000,1749297599999,HYPE,1h,33.985,33.876,34.031,33.753,215117.47,11953
1749297600000,1749301199999,HYPE,1h,33.876,34.204,34.366,33.839,320708.08,17389
1749301200000,1749304799999,HYPE,1h,34.215,34.358,34.494,34.089,269310.88,14704
1749304800000,1749308399999,HYPE,1h,34.355,34.746,34.888,34.3,738991.44,28063
1749308400000,1749311999999,HYPE,1h,34.746,34.701,34.95,34.676,342949.77,15426
1749312000000,1749315599999,HYPE,1h,34.701,34.501,34.95,34.485,329388.46,16244
1749315600000,1749319199999,HYPE,1h,34.501,34.597,34.983,34.469,475135.82,18421
1749319200000,1749322799999,HYPE,1h,34.598,34.483,34.735,34.334,326849.17,17392
1749322800000,1749326399999,HYPE,1h,34.482,34.39,34.619,34.39,107854.05,8589
1749326400000,1749329999999,HYPE,1h,34.391,34.458,34.6,34.381,75603.41,7857
1749330000000,1749333599999,HYPE,1h,34.458,34.606,34.79,34.425,143880.04,13060
1749333600000,1749337199999,HYPE,1h,34.602,35.139,35.161,34.602,253484.77,18247
1749337200000,1749340799999,HYPE,1h,35.139,34.942,35.147,34.837,284141.42,13659
1749340800000,1749344399999,HYPE,1h,34.936,34.568,34.995,34.567,162405.54,10907
1749344400000,1749347999999,HYPE,1h,34.568,34.708,34.9,34.498,170611.11,12560
1749348000000,1749351599999,HYPE,1h,34.707,34.791,35.009,34.608,140821.38,10273
1749351600000,1749355199999,HYPE,1h,34.795,35.212,35.354,34.795,325612.51,17217
1749355200000,1749358799999,HYPE,1h,35.212,35.266,35.389,35.039,241501.66,11828
1749358800000,1749362399999,HYPE,1h,35.266,35.102,35.4,35.088,190624.38,10965
1749362400000,1749365999999,HYPE,1h,35.103,34.893,35.258,34.865,146809.01,9915
1749366000000,1749369599999,HYPE,1h,34.894,35.398,35.428,34.838,191178.48,12343
1749369600000,1749373199999,HYPE,1h,35.397,35.274,35.513,35.237,191891.8,10777
1749373200000,1749376799999,HYPE,1h,35.273,35.206,35.285,35.038,121992.55,9599
1749376800000,1749380399999,HYPE,1h,35.206,35.404,35.468,35.169,91471.48,5135
1749380400000,1749383999999,HYPE,1h,35.408,35.5,35.515,35.272,118910.39,9028
1749384000000,1749387599999,HYPE,1h,35.5,35.332,35.599,35.283,203858.76,13534
1749387600000,1749391199999,HYPE,1h,35.335,34.963,35.441,34.89,493188.68,24191
1749391200000,1749394799999,HYPE,1h,34.964,35.203,35.216,34.909,182198.02,13002
1749394800000,1749398399999,HYPE,1h,35.202,35.217,35.322,35.132,88792.53,10221
1749398400000,1749401999999,HYPE,1h,35.215,35.85,35.898,35.199,519158.27,22257
1749402000000,1749405599999,HYPE,1h,35.851,35.9,36.225,35.652,523748.23,25882
1749405600000,1749409199999,HYPE,1h,35.9,36.193,36.346,35.859,408283.94,25025
1749409200000,1749412799999,HYPE,1h,36.202,36.001,36.243,35.96,148535.74,10260
1749412800000,1749416399999,HYPE,1h,36.001,35.83,36.054,35.755,154881.66,11037
1749416400000,1749419999999,HYPE,1h,35.831,35.857,36.09,35.831,141303.38,10255
1749420000000,1749423599999,HYPE,1h,35.858,35.289,35.87,35.205,458969.35,22938
1749423600000,1749427199999,HYPE,1h,35.289,34.987,35.476,34.755,480009.75,22457
1749427200000,1749430799999,HYPE,1h,34.987,35.004,35.104,34.679,386702.56,22482
1749430800000,1749434399999,HYPE,1h,35.007,35.027,35.293,34.836,286927.13,17114
1749434400000,1749437999999,HYPE,1h,35.018,35.354,35.464,34.949,248645.93,13811
1749438000000,1749441599999,HYPE,1h,35.355,35.526,35.6,35.168,196331.66,12269
1749441600000,1749445199999,HYPE,1h,35.527,35.126,35.65,34.96,460382.17,23370
1749445200000,1749448799999,HYPE,1h,35.118,35.028,35.131,34.92,136205.23,10756
1749448800000,1749452399999,HYPE,1h,35.029,35.262,35.397,34.767,298011.61,16997
1749452400000,1749455999999,HYPE,1h,35.268,35.063,35.338,34.978,216337.68,13696
1749456000000,1749459599999,HYPE,1h,35.063,35.451,35.468,35.037,188689.73,14221
1749459600000,1749463199999,HYPE,1h,35.451,35.247,35.643,35.174,519958.68,19024
1749463200000,1749466799999,HYPE,1h,35.248,36.51,36.679,35.248,1101151.65,47396
1749466800000,1749470399999,HYPE,1h,36.511,37.428,37.657,36.5,1451995.34,58840
1749470400000,1749473999999,HYPE,1h,37.439,36.924,37.52,36.768,855499.45,36250
1749474000000,1749477599999,HYPE,1h,36.922,36.634,36.932,36.5,660484.97,31651
1749477600000,1749481199999,HYPE,1h,36.634,37.468,37.8,36.634,1066571.23,45456
1749481200000,1749484799999,HYPE,1h,37.467,37.677,37.75,37.363,584150.26,23765
1749484800000,1749488399999,HYPE,1h,37.678,37.87,38.138,37.633,779692.22,32551
1749488400000,1749491999999,HYPE,1h,37.87,38.129,38.28,37.79,678391.0,29114
1749492000000,1749495599999,HYPE,1h,38.129,37.863,38.247,37.793,518215.64,22056
1749495600000,1749499199999,HYPE,1h,37.864,37.698,38.053,37.562,532795.9,22619
1749499200000,1749502799999,HYPE,1h,37.7,38.016,38.039,37.394,772950.54,34099
1749502800000,1749506399999,HYPE,1h,38.015,38.493,38.6,37.982,1219539.82,48376
1749506400000,1749509999999,HYPE,1h,38.493,38.621,38.93,38.312,739346.84,36860
1749510000000,1749513599999,HYPE,1h,38.622,38.859,39.0,38.142,630802.1,28660
1749513600000,1749517199999,HYPE,1h,38.859,38.727,39.202,38.314,1033021.33,48060
1749517200000,1749520799999,HYPE,1h,38.727,39.343,39.364,38.585,411906.58,25395
1749520800000,1749524399999,HYPE,1h,39.343,39.164,39.415,38.967,437674.18,22784
1749524400000,1749527999999,HYPE,1h,39.164,39.166,39.329,38.691,434175.5,23570
1749528000000,1749531599999,HYPE,1h,39.166,39.545,39.63,39.093,738486.64,30063
1749531600000,1749535199999,HYPE,1h,39.524,38.944,39.55,38.688,668039.3,29743
1749535200000,1749538799999,HYPE,1h,38.944,39.25,39.328,38.571,436093.1,24584
1749538800000,1749542399999,HYPE,1h,39.25,39.065,39.45,38.8,309617.49,20406
1749542400000,1749545999999,HYPE,1h,39.064,39.12,39.356,38.858,286950.43,20420
1749546000000,1749549599999,HYPE,1h,39.12,40.949,41.356,39.097,2046625.08,68699
1749549600000,1749553199999,HYPE,1h,40.952,41.14,41.442,40.25,1228678.23,57117
1749553200000,1749556799999,HYPE,1h,41.134,41.59,41.875,40.818,888019.23,56391
1749556800000,1749560399999,HYPE,1h,41.603,40.941,41.739,40.879,736729.02,44676
1749560400000,1749563999999,HYPE,1h,40.949,40.455,41.117,40.378,733386.64,40933
1749564000000,1749567599999,HYPE,1h,40.459,39.874,40.53,39.791,1180408.87,46953
1749567600000,1749571199999,HYPE,1h,39.862,40.179,40.342,39.57,903795.46,39575
1749571200000,1749574799999,HYPE,1h,40.178,39.899,40.516,39.787,500520.73,27802
1749574800000,1749578399999,HYPE,1h,39.899,40.012,40.333,39.745,372215.98,23166
1749578400000,1749581999999,HYPE,1h,40.011,40.843,40.973,39.86,650274.83,32921
1749582000000,1749585599999,HYPE,1h,40.842,41.134,41.687,40.721,1042335.6,50010
